"","linename","seed.num","face.length","face.width","face.area","face.perimeter"
"1523","IS22986","14","1208.3563"," 962.5348"," 837946.5","2887"
"1524","IS22986","15","1223.4709","1052.4934"," 908577.0","3024"
"1525","IS22986","17","1134.4823"," 918.8941"," 775339.0","2848"
"1526","IS22986","18","1141.5047","1038.5511"," 841475.0","2868"
"1527","IS22986","20"," 994.6140"," 919.8493"," 660619.0","2558"
"1528","IS22986","21","1156.6317"," 972.2654"," 826420.0","2900"
"1529","IS22986","22","1103.1052","1014.9132"," 828938.5","2863"
"1530","IS22986","23","1146.7772"," 932.9720"," 760915.5","2757"
"1531","IS23216"," 1","1065.6346"," 778.2499"," 620917.0","2554"
"1532","IS23216"," 2","1074.2425"," 777.2202"," 596732.0","2488"
"1533","IS23216"," 3","1031.3961"," 737.7592"," 543538.5","2405"
"1534","IS23216"," 4","1151.9119"," 857.8738"," 699878.0","2666"
"1535","IS23216"," 5"," 977.0834"," 873.3870"," 611045.0","2424"
"1536","IS23216"," 6","1016.6661"," 731.0679"," 548029.5","2439"
"1537","IS23216"," 7","1023.4110"," 712.4098"," 542008.0","2420"
"1538","IS23216"," 9","1038.9466"," 883.5363"," 665565.0","2574"
"1539","IS23216","10","1098.7652"," 746.5198"," 621584.5","2599"
"1540","IS23216","11","1029.6349"," 764.7915"," 606820.0","2542"
"1541","IS23514","10","1137.4788"," 957.2961"," 825535.5","2937"
"1542","IS23514","11","1120.7114","1003.1512"," 850150.5","2941"
"1543","IS23514","12","1072.3106"," 894.3491"," 732156.5","2763"
"1544","IS23514","13","1284.4941","1042.3513"," 988340.5","3161"
"1545","IS23514","14","1213.9061"," 945.7305"," 884721.5","3055"
"1546","IS23514","16","1307.5290"," 978.8724"," 953764.0","3186"
"1547","IS23514","17","1172.1203"," 939.2287"," 825626.0","2908"
"1548","IS23514","18","1168.4605"," 916.2672"," 833399.0","2974"
"1549","IS23514","19","1178.6747","1013.6156"," 905240.0","3014"
"1550","IS23514","20","1327.9401","1090.8022","1069934.5","3315"
"1551","IS23521"," 1","1216.4292","1088.3774","1029756.5","3235"
"1552","IS23521"," 2","1305.1176","1135.3812","1134369.0","3382"
"1553","IS23521"," 3","1121.7148","1081.0538"," 909649.5","2993"
"1554","IS23521"," 4","1192.7799","1095.4678"," 995123.0","3150"
"1555","IS23521"," 5","1094.1778"," 967.5567"," 804005.5","2843"
"1556","IS23521"," 6","1213.0016","1103.6135","1015377.0","3182"
"1557","IS23521"," 7","1278.0771","1122.4832","1077836.5","3289"
"1558","IS23521"," 8","1222.6860","1004.8255"," 897430.5","2975"
"1559","IS23521"," 9","1184.4868"," 994.1630"," 895976.0","3030"
"1560","IS23521","10","1350.0019","1105.0637","1143845.0","3412"
"1561","IS23579"," 1","1207.7914","1059.2740","1010487.5","3277"
"1562","IS23579"," 2","1236.3612","1042.9776"," 991759.0","3196"
"1563","IS23579"," 3","1143.9253","1059.2816"," 944153.5","3113"
"1564","IS23579"," 4","1233.5108","1078.5969","1009711.0","3218"
"1565","IS23579"," 5","1179.2082","1026.9145"," 935333.0","3120"
"1566","IS23579"," 6","1209.8417","1024.4026"," 948167.0","3126"
"1567","IS23579"," 7","1281.3450","1041.0303"," 963096.5","3161"
"1568","IS23579"," 8","1208.0633","1072.1483"," 970118.5","3117"
"1569","IS23579"," 9","1151.8407"," 980.8006"," 834055.5","2883"
"1570","IS23579","10","1286.8224","1135.5693","1115918.0","3396"
"1571","IS23586"," 1","1071.3566"," 820.3571"," 655658.0","2604"
"1572","IS23586"," 2","1045.7466"," 904.9783"," 717991.0","2742"
"1573","IS23586"," 3","1105.0222","1031.5368"," 848986.5","2973"
"1574","IS23586"," 4","1144.2749"," 812.8886"," 690933.5","2759"
"1575","IS23586"," 5","1129.9168","1017.1351"," 820322.5","2827"
"1576","IS23586"," 6","1024.3188"," 895.3297"," 662857.0","2616"
"1577","IS23586"," 7","1101.3083","1014.7531"," 829265.0","2934"
"1578","IS23586"," 8","1092.4688"," 898.2737"," 707815.5","2707"
"1579","IS23586"," 9","1051.3011"," 871.2185"," 685963.0","2662"
"1580","IS23586","10","1210.2235"," 890.4512"," 769756.5","2889"
"1581","IS23590"," 1","1205.5924","1019.5179"," 935472.5","3085"
"1582","IS23590"," 2","1190.3415","1103.5455","1000187.0","3156"
"1583","IS23590"," 3","1250.5519","1089.4246","1017575.0","3218"
"1584","IS23590"," 4","1143.7784","1111.2835"," 942281.5","3045"
"1585","IS23590"," 5","1212.2875","1065.0031"," 974814.5","3113"
"1586","IS23590"," 6","1125.4457"," 944.4721"," 821689.0","2928"
"1587","IS23590"," 7","1220.4393","1036.3547"," 963581.0","3254"
"1588","IS23590"," 8","1217.6013","1020.6190"," 927319.5","3087"
"1589","IS23590"," 9","1172.4931","1027.1344"," 892749.0","2978"
"1590","IS23590","10","1283.8945","1123.7925","1083089.5","3293"
"1591","IS23684"," 1","1006.1938"," 701.9920"," 518781.0","2298"
"1592","IS23684"," 2","1037.5702"," 730.7958"," 543840.5","2377"
"1593","IS23684"," 3","1041.0783"," 693.2793"," 530544.0","2382"
"1594","IS23684"," 4","1055.9403"," 770.8220"," 578163.0","2418"
"1595","IS23684"," 5","1076.0711"," 761.1086"," 599341.0","2480"
"1596","IS23684"," 6","1111.5080"," 757.0328"," 610832.0","2550"
"1597","IS23684"," 7","1093.6105"," 757.0776"," 617076.0","2562"
"1598","IS23684"," 8","1044.9153"," 712.1458"," 547317.0","2410"
"1599","IS23684"," 9","1084.1402"," 756.9648"," 586290.0","2476"
"1600","IS23684","10","1093.6471"," 718.2134"," 584363.0","2526"
"1601","IS23992"," 1","1426.7754","1011.8804","1068692.5","3381"
"1602","IS23992"," 2","1290.8679"," 858.8841"," 809136.0","2954"
"1603","IS23992"," 3","1374.3748"," 979.5232"," 967760.0","3218"
"1604","IS23992"," 4","1205.3651"," 877.2388"," 759496.5","2799"
"1605","IS23992"," 5","1371.7616"," 980.5938"," 956999.5","3215"
"1606","IS23992"," 6","1498.0100","1043.1986","1113594.5","3445"
"1607","IS23992"," 7","1458.7779"," 938.4389"," 976692.5","3247"
"1608","IS23992"," 8","1345.2323"," 902.7496"," 876645.0","3068"
"1609","IS23992"," 9","1470.5679"," 984.1028","1018850.0","3374"
"1610","IS23992","10","1376.9768"," 915.7722"," 930564.0","3186"
"1611","IS24175"," 1","1225.5615"," 800.5620"," 713233.5","2765"
"1612","IS24175"," 2","1124.6555"," 828.6769"," 708678.0","2738"
"1613","IS24175"," 3","1172.4376"," 801.0490"," 673773.0","2666"
"1614","IS24175"," 4","1175.7933"," 810.3592"," 692351.5","2685"
"1615","IS24175"," 5","1083.4154"," 752.1242"," 591815.5","2487"
"1616","IS24175"," 6","1168.7861"," 827.4457"," 725025.5","2777"
"1617","IS24175"," 7","1211.2044"," 843.3919"," 757568.5","2803"
"1618","IS24175"," 8","1065.7472"," 768.2357"," 593609.0","2472"
"1619","IS24175"," 9","1173.2694"," 851.3271"," 739786.0","2796"
"1620","IS24175","10","1159.6900"," 835.1283"," 718183.0","2756"
"1621","IS24218"," 5","1229.8313"," 825.8060"," 765167.0","2860"
"1622","IS24218"," 4","1364.9531"," 874.4667"," 919683.0","3186"
"1623","IS24218"," 6","1373.6120"," 937.1205"," 986017.5","3285"
"1624","IS24218"," 7","1216.9326"," 831.4018"," 746105.0","2816"
"1625","IS24218"," 8","1414.3302"," 947.2257","1001188.5","3309"
"1626","IS24218"," 9","1347.4810"," 955.9281"," 930335.0","3146"
"1627","IS24218","10","1300.3400"," 947.1523"," 925571.5","3159"
"1628","IS24218"," 3","1357.6450"," 900.9955"," 907765.5","3131"
"1629","IS24218"," 2","1237.0627"," 812.5393"," 745178.0","2856"
"1630","IS24218"," 1","1253.3810"," 930.0045"," 855772.5","3009"
"1631","IS24348"," 1","1006.7949"," 870.8745"," 693450.5","2727"
"1632","IS24348"," 2","1008.5733"," 917.6706"," 718304.0","2708"
"1633","IS24348"," 3"," 941.5317"," 928.2735"," 659203.5","2573"
"1634","IS24348"," 4"," 991.8478"," 848.9771"," 633352.0","2520"
"1635","IS24348"," 5"," 998.4393"," 998.6897"," 778479.5","2815"
"1636","IS24348"," 6"," 924.5199"," 847.5762"," 584927.5","2409"
"1637","IS24348"," 7"," 965.1824"," 947.3733"," 712553.5","2681"
"1638","IS24348"," 8"," 878.0718"," 855.0827"," 583320.5","2441"
"1639","IS24348"," 9"," 991.6905"," 924.9721"," 713676.5","2703"
"1640","IS24348","10"," 953.1894"," 859.0402"," 618298.0","2526"
"1641","IS24453"," 1","1000.7997"," 597.8019"," 462048.5","2303"
"1642","IS24453"," 2","1024.7048"," 581.6329"," 456011.0","2316"
"1643","IS24453"," 3"," 943.3138"," 626.9175"," 442939.0","2204"
"1644","IS24453"," 4"," 963.6934"," 600.3310"," 428429.0","2196"
"1645","IS24453"," 5"," 893.6470"," 550.4746"," 372739.5","2031"
"1646","IS24453"," 6"," 888.1408"," 475.9831"," 291917.0","1952"
"1647","IS24453"," 7"," 983.8628"," 631.2039"," 444727.0","2274"
"1648","IS24453"," 8","1082.5766"," 634.4124"," 542418.0","2504"
"1649","IS24453"," 9","1044.5214"," 656.8271"," 540961.0","2448"
"1650","IS24453","10"," 911.2897"," 557.8720"," 382755.0","2100"
"1651","IS24462"," 1","1244.3601","1189.2281","1092428.0","3296"
"1652","IS24462"," 2","1140.5700","1090.9773"," 927088.5","3111"
"1653","IS24462"," 3","1046.3441","1060.3796"," 822417.0","2858"
"1654","IS24462"," 4","1090.5820","1044.8284"," 855077.0","2924"
"1655","IS24462"," 5","1076.5463","1084.6277"," 870583.5","2963"
"1656","IS24462"," 6","1170.5405","1066.0708"," 923366.5","3031"
"1657","IS24462"," 7","1224.6979","1174.2561","1066023.0","3254"
"1658","IS24462"," 9","1119.0733","1128.7572"," 940558.5","3059"
"1659","IS24462","10","1106.8031","1010.9685"," 823348.0","2856"
"1660","IS24462","11","1081.6025","1060.2564"," 852457.5","2919"
"1661","IS2389"," 1","1091.6726"," 936.4420"," 768396.5","2791"
"1662","IS2389"," 2","1057.0005"," 845.1557"," 690667.0","2666"
"1663","IS2389"," 3","1141.2213"," 868.1375"," 734939.0","2730"
"1664","IS2389"," 4","1145.9411"," 954.6852"," 825066.5","2889"
"1665","IS2389"," 5","1134.3831"," 869.8922"," 729719.0","2724"
"1666","IS2389"," 6","1123.7104"," 881.3383"," 718189.0","2664"
"1667","IS2389"," 7","1095.8125"," 862.7023"," 691881.0","2646"
"1668","IS2389"," 8","1058.1871"," 836.3511"," 662239.0","2610"
"1669","IS2389"," 9","1129.2444"," 810.1337"," 678866.0","2656"
"1670","IS2389","10","1089.0863"," 834.4426"," 701838.5","2737"
"1671","IS24463"," 1","1058.4541"," 882.3283"," 692444.5","2657"
"1672","IS24463"," 2"," 955.9670"," 825.7785"," 570127.5","2357"
"1673","IS24463"," 3","1126.6810"," 970.4637"," 829094.5","2903"
"1674","IS24463"," 4","1071.2180"," 927.7103"," 738294.5","2745"
"1675","IS24463"," 5","1087.4948"," 887.5022"," 703408.5","2671"
"1676","IS24463"," 6","1077.6317"," 848.0606"," 693238.0","2680"
"1677","IS24463"," 7","1052.6044"," 878.7138"," 679767.0","2616"
"1678","IS24463"," 8","1071.9874"," 919.5761"," 735193.5","2721"
"1679","IS24463","10","1092.7548"," 887.6346"," 685728.5","2601"
"1680","IS24463","11","1100.2386"," 926.1091"," 775626.0","2798"
"1681","IS24492"," 1","1228.3232"," 955.2681"," 849129.0","2926"
"1682","IS24492"," 2","1054.5127"," 777.0755"," 654217.5","2711"
"1683","IS24492"," 3","1130.9293"," 830.7743"," 678951.5","2633"
"1684","IS24492"," 5","1037.1779"," 787.3779"," 630715.0","2568"
"1685","IS24492"," 6","1142.3682"," 949.5827"," 800665.5","2837"
"1686","IS24492"," 7","1119.6629"," 879.3843"," 712443.0","2700"
"1687","IS24492"," 8","1166.4785"," 869.5643"," 735857.0","2742"
"1688","IS24492"," 9","1074.3896"," 834.1695"," 649136.0","2552"
"1689","IS24492","11","1046.7860"," 814.7090"," 624903.5","2555"
"1690","IS24492","12","1093.0032"," 874.7641"," 686484.5","2677"
"1691","IS24503"," 1"," 726.1790"," 465.1222"," 255750.5","1709"
"1692","IS24503"," 2"," 636.8556"," 400.1975"," 186444.5","1439"
"1693","IS24503"," 3"," 698.8455"," 414.5380"," 216742.0","1592"
"1694","IS24503"," 4"," 658.3008"," 431.3286"," 216048.5","1547"
"1695","IS24503"," 5"," 755.0603"," 461.1182"," 260172.0","1720"
"1696","IS24503"," 6"," 692.5583"," 437.3394"," 220157.5","1573"
"1697","IS24503"," 7"," 771.4331"," 455.9125"," 264231.0","1742"
"1698","IS24503"," 8"," 750.6537"," 443.6613"," 248763.5","1695"
"1699","IS24503"," 9"," 688.4330"," 453.7609"," 235183.0","1588"
"1700","IS24503","10"," 767.0737"," 507.6396"," 282548.0","1740"
"1701","IS24939"," 1","1026.3221"," 741.5742"," 587245.5","2509"
"1702","IS24939"," 2","1086.2988"," 744.6764"," 600753.5","2535"
"1703","IS24939"," 3","1087.2497"," 604.8215"," 512345.0","2480"
"1704","IS24939"," 4","1005.1885"," 647.5084"," 487615.0","2322"
"1705","IS24939"," 5","1193.2012"," 776.1667"," 684365.0","2752"
"1706","IS24939"," 6","1023.9751"," 690.4894"," 528821.5","2393"
"1707","IS24939"," 7","1114.8439"," 724.3408"," 613123.5","2645"
"1708","IS24939"," 8","1104.3921"," 830.1752"," 675209.0","2668"
"1709","IS24939","11","1005.9871"," 733.3623"," 590334.0","2570"
"1710","IS24939","12"," 998.5159"," 676.3287"," 506497.5","2373"
"1711","IS24953"," 1","1214.4484"," 846.7317"," 768564.5","2853"
"1712","IS24953"," 2","1144.8690"," 893.8420"," 746031.5","2773"
"1713","IS24953"," 3","1188.1894"," 880.9530"," 792853.5","2899"
"1714","IS24953"," 4","1123.1963"," 826.0933"," 705213.5","2761"
"1715","IS24953"," 5","1151.9379"," 899.0345"," 792704.0","2896"
"1716","IS24953"," 6","1131.1980"," 846.4919"," 715796.0","2752"
"1717","IS24953"," 7","1218.4031"," 901.6827"," 816641.0","2928"
"1718","IS24953"," 8","1146.8064"," 889.8747"," 747787.0","2766"
"1719","IS24953"," 9","1101.4286"," 863.2788"," 703997.5","2703"
"1720","IS24953","10","1201.7055"," 887.1392"," 810265.5","2933"
"1721","IS25089"," 1","1167.3855"," 893.4606"," 782563.0","2846"
"1722","IS25089"," 2","1162.7012"," 897.3252"," 785875.5","2817"
"1723","IS25089"," 3","1195.7378"," 973.1707"," 838955.5","2865"
"1724","IS25089"," 4","1130.0199"," 966.1219"," 804524.5","2865"
"1725","IS25089"," 5","1181.1334"," 941.4669"," 812703.0","2848"
"1726","IS25089"," 6","1106.7520"," 894.2166"," 734849.5","2783"
"1727","IS25089"," 7","1216.2442"," 996.5063"," 885764.5","3017"
"1728","IS25089"," 8","1058.2519"," 881.0870"," 700882.5","2651"
"1729","IS25089"," 9","1217.2563"," 877.8562"," 806617.0","2924"
"1730","IS25089","10","1149.3846"," 950.3146"," 812367.0","2874"
"1731","IS25301"," 1"," 920.2282"," 693.1911"," 497505.5","2285"
"1732","IS25301"," 2"," 937.1286"," 718.2365"," 516159.5","2345"
"1733","IS25301"," 3"," 920.9582"," 692.3832"," 500046.0","2308"
"1734","IS25301"," 4","1028.8100"," 803.2669"," 623865.5","2531"
"1735","IS25301"," 5","1072.6644"," 790.9612"," 654084.0","2610"
"1736","IS25301"," 6","1072.6644"," 807.4100"," 649791.0","2602"
"1737","IS25301"," 7","1056.0024"," 810.1923"," 663469.0","2630"
"1738","IS25301"," 8"," 952.6227"," 739.0387"," 545956.0","2406"
"1739","IS25301"," 9","1028.6788"," 785.5047"," 617755.5","2543"
"1740","IS25301","10","1001.6986"," 761.2789"," 585954.5","2491"
"1741","IS25732"," 1","1096.9494","1046.4083"," 816835.0","2826"
"1742","IS25732"," 2","1226.0102","1080.3450"," 919064.5","3031"
"1743","IS25732"," 3","1210.8001","1129.1054"," 953505.0","3022"
"1744","IS25732"," 4","1242.8773","1079.7413"," 907568.5","2969"
"1745","IS25732"," 5","1193.5770","1095.2666"," 927361.0","3030"
"1746","IS25732"," 6","1129.0638","1043.4929"," 818275.0","2794"
"1747","IS25732"," 7","1211.9117","1061.1507"," 903970.0","2940"
"1748","IS25732"," 8","1226.9319","1146.7123"," 978099.5","3133"
"1749","IS25732"," 9","1244.8695","1187.7149","1032896.5","3175"
"1750","IS25732","10","1169.2515","1049.6365"," 878783.0","2952"
"1751","IS2397"," 1","1062.3229"," 841.8956"," 661657.0","2612"
"1752","IS2397"," 2","1132.7886"," 930.7297"," 771978.5","2811"
"1753","IS2397"," 3","1054.8237"," 893.2820"," 690564.5","2637"
"1754","IS2397"," 4","1107.3446"," 996.4595"," 837146.5","2913"
"1755","IS2397"," 5","1156.9961"," 968.2591"," 856406.5","2977"
"1756","IS2397"," 6","1142.7904"," 911.5389"," 775720.0","2816"
"1757","IS2397"," 7","1161.8455"," 906.5792"," 760428.5","2757"
"1758","IS2397"," 8","1014.4580"," 855.1857"," 663617.0","2606"
"1759","IS2397"," 9","1099.1838"," 880.7663"," 706148.0","2656"
"1760","IS2397","10","1269.5231"," 942.5326"," 859922.5","2953"
"1761","IS25836"," 1","1198.6809","1110.6926","1038941.0","3266"
"1762","IS25836"," 2"," 980.4336"," 931.2125"," 703873.0","2702"
"1763","IS25836"," 3","1141.9724","1082.0034"," 954584.0","3116"
"1764","IS25836"," 4"," 917.1543"," 846.1412"," 617154.5","2551"
"1765","IS25836"," 5","1210.9608","1087.7561","1013038.5","3259"
"1766","IS25836"," 6","1193.1978"," 993.5846"," 934605.0","3178"
"1767","IS25836"," 7","1072.3106"," 966.8188"," 820919.0","2940"
"1768","IS25836"," 8","1080.1042","1047.2601"," 864363.0","2988"
"1769","IS25836"," 9","1162.2551"," 994.2972"," 886778.0","3042"
"1770","IS25836","10","1130.5419","1044.9369"," 938081.5","3147"
"1771","IS25910"," 1","1104.3537"," 822.2900"," 680029.0","2658"
"1772","IS25910"," 2"," 921.8471"," 747.6815"," 527336.5","2325"
"1773","IS25910"," 3"," 968.2820"," 823.1683"," 593182.0","2466"
"1774","IS25910"," 4"," 977.8149"," 801.1792"," 557627.5","2367"
"1775","IS25910"," 5"," 895.6701"," 760.4965"," 524276.5","2339"
"1776","IS25910"," 6"," 941.3209"," 714.8073"," 497050.0","2246"
"1777","IS25910"," 7"," 993.2860"," 806.7143"," 606639.5","2533"
"1778","IS25910"," 8"," 854.7356"," 726.9382"," 466416.0","2174"
"1779","IS25910","10"," 901.3812"," 703.4360"," 497505.0","2314"
"1780","IS25910","11"," 995.2899"," 741.7065"," 561649.5","2435"
"1781","IS25989"," 1"," 852.2969"," 611.1063"," 397167.0","2078"
"1782","IS25989"," 2"," 912.6336"," 632.2143"," 446780.0","2206"
"1783","IS25989"," 3"," 882.7780"," 613.2878"," 410534.0","2104"
"1784","IS25989"," 4"," 829.1646"," 604.7822"," 380545.0","1998"
"1785","IS25989"," 5"," 844.8035"," 621.4261"," 383478.0","1988"
"1786","IS25989"," 6"," 789.5480"," 591.0990"," 346796.0","1928"
"1787","IS25989"," 7"," 848.0053"," 628.6329"," 409248.5","2099"
"1788","IS25989"," 8"," 883.7760"," 613.8117"," 407386.0","2078"
"1789","IS25989","10"," 918.8694"," 654.9157"," 446438.5","2163"
"1790","IS25989","11"," 903.1246"," 620.3098"," 434098.0","2180"
"1791","IS26025"," 1","1161.0728"," 936.0016"," 839180.0","2962"
"1792","IS26025"," 2","1206.0066"," 968.0444"," 896102.0","3040"
"1793","IS26025"," 3","1222.1264"," 814.8707"," 744692.5","2813"
"1794","IS26025"," 4","1141.0280"," 841.3387"," 702097.0","2734"
"1795","IS26025"," 5","1209.2924"," 871.7247"," 797408.0","2888"
"1796","IS26025"," 6","1122.8237"," 873.4978"," 734339.0","2754"
"1797","IS26025"," 7","1089.6605"," 804.2101"," 691967.0","2740"
"1798","IS26025"," 9","1052.8784"," 772.8262"," 610767.5","2505"
"1799","IS26025","11","1268.5251"," 934.0028"," 885109.5","3041"
"1800","IS26025","12","1206.8620"," 894.7667"," 815390.0","2958"
"1801","IS26046"," 1","1146.8483"," 901.4540"," 773576.0","2862"
"1802","IS26046"," 2","1191.4919"," 923.4154"," 829732.0","2946"
"1803","IS26046"," 3","1158.7139"," 861.6889"," 737504.0","2758"
"1804","IS26046"," 4","1224.6146"," 920.5386"," 835487.5","2951"
"1805","IS26046"," 5","1226.7066"," 872.3480"," 795408.0","2884"
"1806","IS26046"," 6","1208.5698"," 898.2650"," 803192.0","2896"
"1807","IS26046"," 7","1199.7170"," 874.7546"," 754606.0","2876"
"1808","IS26046"," 8","1178.6861"," 881.9846"," 773449.5","2843"
"1809","IS26046"," 9","1086.1901"," 855.1873"," 675854.5","2617"
"1810","IS26046","10","1209.9525"," 873.7261"," 804792.5","2931"
"1811","IS2694"," 9","1011.2888"," 736.0024"," 551086.5","2425"
"1812","IS2694","10","1005.3497"," 739.8640"," 572648.0","2480"
"1813","IS2694","11","1005.8002"," 763.0372"," 563787.5","2457"
"1814","IS2694","12"," 990.1358"," 728.8848"," 546097.5","2409"
"1815","IS2694","14","1032.8524"," 779.3718"," 596603.5","2491"
"1816","IS2694","15","1028.4673"," 787.6021"," 614179.5","2525"
"1817","IS2694","16","1077.8135"," 770.2009"," 627578.0","2578"
"1818","IS2694","17"," 948.6380"," 723.6723"," 522698.0","2344"
"1819","IS2694","18","1146.6774"," 808.6023"," 709229.0","2760"
"1820","IS2694","19","1059.0548"," 839.3777"," 660170.0","2610"
"1821","IS26701"," 1","1060.9227"," 700.3903"," 558084.0","2464"
"1822","IS26701"," 8"," 882.0215"," 603.6190"," 396533.5","2073"
"1823","IS26701"," 9"," 938.4482"," 611.2080"," 441557.5","2227"
"1824","IS26701","10"," 936.6835"," 645.1016"," 443738.0","2196"
"1825","IS26701","11"," 831.0385"," 551.9780"," 349343.0","1988"
"1826","IS26701","12"," 990.4247"," 672.8538"," 499232.5","2329"
"1827","IS26701","14"," 982.5121"," 601.1692"," 462183.0","2312"
"1828","IS26701","15","1044.6377"," 722.1910"," 561840.5","2479"
"1829","IS26701","16"," 898.6195"," 553.0639"," 370336.5","2031"
"1830","IS26701","17"," 921.3040"," 614.2305"," 421995.0","2136"
"1831","IS2413"," 1","1021.2487"," 720.3123"," 526976.5","2349"
"1832","IS2413"," 2","1031.9869"," 702.6194"," 514864.0","2340"
"1833","IS2413"," 3"," 950.7771"," 709.7037"," 510198.5","2325"
"1834","IS2413"," 4"," 937.2433"," 660.1968"," 468965.5","2225"
"1835","IS2413"," 5","1037.9350"," 732.0459"," 550242.5","2371"
"1836","IS2413"," 6","1008.7542"," 669.4783"," 486738.0","2262"
"1837","IS2413"," 7","1036.4941"," 720.3399"," 532902.5","2357"
"1838","IS2413"," 8","1019.4440"," 700.0964"," 509382.5","2303"
"1839","IS2413"," 9"," 983.7662"," 665.7984"," 465293.0","2218"
"1840","IS2413","10","1015.0374"," 705.1829"," 518516.5","2319"
"1841","IS26737"," 1","1210.2500"," 899.8414"," 798771.0","2932"
"1842","IS26737"," 2","1187.4157"," 878.7150"," 769111.0","2846"
"1843","IS26737"," 3","1061.7763"," 758.5439"," 597943.0","2534"
"1844","IS26737"," 4","1104.1051"," 778.1089"," 666487.5","2711"
"1845","IS26737"," 5","1155.9105"," 872.3677"," 743731.5","2771"
"1846","IS26737"," 6"," 939.1810"," 698.2924"," 501033.0","2312"
"1847","IS26737"," 7","1108.1882"," 760.1931"," 618173.5","2599"
"1848","IS26737"," 8","1071.3772"," 778.3935"," 619180.0","2536"
"1849","IS26737"," 9","1014.3806"," 783.4042"," 583623.0","2468"
"1850","IS26737","10","1160.6042"," 924.8743"," 793809.5","2875"
"1851","IS27034"," 1","1322.2212"," 922.5453"," 854110.5","3025"
"1852","IS27034"," 2","1389.9730","1056.7255","1059011.0","3346"
"1853","IS27034"," 5","1361.2009","1072.4500","1021436.5","3273"
"1854","IS27034"," 6","1361.5877","1033.7579","1003621.0","3208"
"1855","IS27034"," 7","1414.4331","1027.4724"," 970284.5","3151"
"1856","IS27034"," 8","1431.9305","1163.4657","1165861.5","3383"
"1857","IS27034"," 9","1324.4580"," 996.5684"," 960485.5","3155"
"1858","IS27034","10","1184.6624"," 925.5211"," 767889.0","2870"
"1859","IS27034","12","1178.2843"," 879.8343"," 718103.5","2783"
"1860","IS27034","13","1193.6113"," 888.8371"," 737030.0","2754"
"1861","IS27557"," 1","1185.0489"," 986.9567"," 907550.5","3095"
"1862","IS27557"," 2","1048.6000"," 948.1232"," 741488.5","2731"
"1863","IS27557"," 3","1105.6188"," 895.8196"," 744197.0","2760"
"1864","IS27557"," 4","1125.3488"," 854.5093"," 734079.0","2812"
"1865","IS27557"," 5","1216.9470"," 938.5322"," 880718.5","3029"
"1866","IS27557"," 6","1171.9428"," 976.1927"," 877670.0","3020"
"1867","IS27557"," 7","1094.8653"," 863.7784"," 728476.0","2778"
"1868","IS27557"," 8","1117.5777"," 951.7835"," 838182.5","2995"
"1869","IS27557"," 9","1167.8292"," 969.5211"," 891592.0","3084"
"1870","IS27557","10","1140.1303","1003.5248"," 883491.5","3019"
"1871","IS27697"," 1"," 878.4242"," 645.7974"," 423821.0","2092"
"1872","IS27697"," 2"," 941.0292"," 641.3403"," 436029.0","2128"
"1873","IS27697"," 3"," 937.1702"," 648.0829"," 445161.0","2172"
"1874","IS27697"," 4"," 839.1478"," 640.0208"," 398621.0","2010"
"1875","IS27697"," 5"," 898.7213"," 531.9380"," 353629.0","1982"
"1876","IS27697"," 6"," 908.3507"," 624.9723"," 417788.5","2109"
"1877","IS27697"," 7"," 942.5773"," 633.9215"," 446641.5","2201"
"1878","IS27697"," 8"," 895.7371"," 573.7465"," 390424.0","2084"
"1879","IS27697"," 9"," 941.8434"," 665.3388"," 458663.0","2186"
"1880","IS27697","10"," 878.1799"," 633.0274"," 408789.5","2063"
"1881","IS27786"," 1","1118.9281","1012.5941"," 845061.0","2932"
"1882","IS27786"," 2","1146.1941"," 991.1035"," 854287.0","2916"
"1883","IS27786"," 3","1123.5680","1059.3912"," 890093.0","3004"
"1884","IS27786"," 7","1074.0470"," 948.1661"," 754673.5","2717"
"1885","IS27786"," 8"," 966.0559"," 900.8174"," 664914.5","2601"
"1886","IS27786"," 9","1063.4331","1006.4498"," 785686.5","2795"
"1887","IS27786","10","1059.8726"," 853.6818"," 682005.0","2696"
"1888","IS27786","12"," 974.6097"," 907.9368"," 654482.0","2572"
"1889","IS27786","13","1022.9076"," 916.4757"," 702444.5","2635"
"1890","IS27786","14","1057.7604"," 943.7412"," 751861.5","2737"
"1891","IS27794"," 1","1070.8637"," 725.2865"," 586936.5","2523"
"1892","IS27794"," 2","1019.7666"," 704.1376"," 545790.5","2435"
"1893","IS27794"," 3"," 978.3302"," 691.3392"," 508713.5","2315"
"1894","IS27794"," 4","1078.3580"," 710.9921"," 547407.5","2413"
"1895","IS27794"," 5","1066.6180"," 735.7732"," 570897.0","2440"
"1896","IS27794"," 6","1092.0119"," 802.4867"," 613064.0","2522"
"1897","IS27794"," 7","1109.1483"," 735.1343"," 578067.0","2474"
"1898","IS27794"," 9","1019.4754"," 741.1037"," 545284.0","2410"
"1899","IS27794","10","1010.3984"," 771.4115"," 579203.5","2453"
"1900","IS27794","11","1091.7262"," 788.9634"," 640872.5","2589"
"1901","IS27887"," 1","1105.3873"," 824.1157"," 651801.5","2589"
"1902","IS27887"," 2","1105.5320"," 773.3507"," 634005.0","2614"
"1903","IS27887"," 3","1034.7947"," 813.4561"," 626288.0","2536"
"1904","IS27887"," 5","1001.5668"," 742.1971"," 538037.0","2374"
