"","linename","seed.num","face.length","face.width","face.area","face.perimeter"
"832","E 17"," 2","1177.1937"," 997.6659"," 850515.0","2928"
"833","E 17"," 3","1143.9253","1027.9509"," 874274.5","2977"
"834","E 17"," 4","1246.6391","1033.1106"," 927359.5","3055"
"835","E 17"," 5","1195.4919","1029.9233"," 891957.0","2982"
"836","E 17"," 6","1163.6172"," 995.3119"," 870896.5","2993"
"837","E 17"," 7","1263.8014","1102.7967","1040178.0","3220"
"838","E 17"," 8","1154.4579"," 979.3835"," 823780.5","2855"
"839","E 17"," 9","1101.7232"," 978.5834"," 807239.5","2885"
"840","E 17","10","1189.5701","1035.2118"," 889567.0","3018"
"841","TOKIBI"," 1","1121.1512"," 784.6221"," 643543.5","2619"
"842","TOKIBI"," 2","1032.2190"," 766.6978"," 593213.5","2507"
"843","TOKIBI"," 3"," 996.4361"," 751.6849"," 538239.5","2367"
"844","TOKIBI"," 4","1033.2163"," 830.9470"," 622927.0","2558"
"845","TOKIBI"," 5"," 946.6752"," 862.7954"," 620350.0","2522"
"846","TOKIBI"," 6","1000.1770"," 749.1694"," 545858.5","2395"
"847","TOKIBI"," 7"," 994.1554"," 724.1151"," 523508.0","2376"
"848","TOKIBI"," 8","1084.8871"," 817.2721"," 647486.5","2619"
"849","TOKIBI"," 9","1052.3925"," 808.7610"," 628089.5","2547"
"850","TOKIBI","10"," 758.3568"," 621.6863"," 341495.5","1913"
"851","NYAKASOBA BEST"," 1","1268.9464"," 973.1617"," 873708.0","2928"
"852","NYAKASOBA BEST"," 2","1080.3078"," 865.4848"," 688622.0","2658"
"853","NYAKASOBA BEST"," 3","1177.9177"," 947.3778"," 801347.5","2833"
"854","NYAKASOBA BEST"," 4","1213.5588"," 962.8326"," 847960.0","2930"
"855","NYAKASOBA BEST"," 5","1077.9392"," 806.6559"," 634733.0","2562"
"856","NYAKASOBA BEST"," 6","1107.9179"," 907.3488"," 696448.5","2729"
"857","NYAKASOBA BEST"," 7","1183.3279"," 960.2866"," 830422.5","2885"
"858","NYAKASOBA BEST"," 8","1119.6508"," 909.9390"," 753626.5","2769"
"859","NYAKASOBA BEST"," 9","1209.6099"," 910.8358"," 799624.0","2872"
"860","NYAKASOBA BEST","10","1122.0611"," 901.6328"," 742779.5","2735"
"861","CODY"," 1","1146.0585"," 849.7795"," 696956.0","2684"
"862","CODY"," 2","1131.4274"," 866.8625"," 715476.5","2693"
"863","CODY"," 3","1110.3139"," 828.1838"," 669960.5","2603"
"864","CODY"," 4","1029.1380"," 813.4925"," 585721.0","2456"
"865","CODY"," 5","1094.9872"," 848.9104"," 668215.5","2641"
"866","CODY"," 6","1126.8434"," 871.3048"," 710170.0","2714"
"867","CODY"," 7","1031.3801"," 810.7651"," 608039.0","2482"
"868","CODY"," 8","1134.2390"," 857.2232"," 700818.5","2689"
"869","CODY"," 9","1137.3394"," 880.6685"," 728988.5","2723"
"870","CODY","10","1143.8260"," 854.9945"," 716597.5","2703"
"871","KOURNIANIA"," 1","1079.7574"," 919.4121"," 736636.5","2709"
"872","KOURNIANIA"," 2","1094.2783"," 912.4955"," 761965.5","2801"
"873","KOURNIANIA"," 3","1098.2973"," 921.3889"," 767710.0","2800"
"874","KOURNIANIA"," 4"," 988.0714"," 811.5932"," 601647.5","2475"
"875","KOURNIANIA"," 5","1068.9247"," 957.6297"," 768487.5","2781"
"876","KOURNIANIA"," 6","1074.9456"," 840.7272"," 679883.5","2621"
"877","KOURNIANIA"," 7","1192.8508"," 852.0689"," 747392.0","2782"
"878","KOURNIANIA"," 8"," 950.0158"," 824.8221"," 587650.5","2439"
"879","KOURNIANIA"," 9"," 966.6033"," 802.2753"," 588980.5","2477"
"880","KOURNIANIA","10","1060.4740"," 846.3461"," 676015.5","2639"
"881","PHATSAI"," 1"," 954.0194"," 898.8685"," 661584.0","2604"
"882","PHATSAI"," 2"," 940.0324"," 807.5296"," 573323.5","2425"
"883","PHATSAI"," 3"," 876.3892"," 761.2474"," 519479.5","2331"
"884","PHATSAI"," 4"," 890.5712"," 772.8894"," 514597.5","2329"
"885","PHATSAI"," 5"," 906.6581"," 831.5946"," 561594.5","2375"
"886","PHATSAI"," 6"," 939.8181"," 788.6686"," 570320.5","2445"
"887","PHATSAI"," 7"," 848.9429"," 808.1580"," 544327.0","2410"
"888","PHATSAI"," 8"," 846.1265"," 747.1578"," 473587.0","2198"
"889","PHATSAI"," 9"," 921.4885"," 802.7892"," 557359.5","2401"
"890","PHATSAI","10"," 875.9389"," 745.8488"," 487871.5","2255"
"891","SCHROCK"," 1","1191.4701"," 984.9932"," 885348.0","3036"
"892","SCHROCK"," 2","1164.3268"," 925.4781"," 804482.5","2899"
"893","SCHROCK"," 3","1169.6004"," 937.8178"," 803249.5","2925"
"894","SCHROCK"," 4","1228.8731"," 919.4904"," 847694.5","2953"
"895","SCHROCK"," 5","1151.3444"," 940.0254"," 814223.0","2880"
"896","SCHROCK"," 6","1206.6669"," 900.3670"," 804443.0","2894"
"897","SCHROCK"," 7","1130.7294"," 913.1787"," 778243.0","2834"
"898","SCHROCK"," 8","1196.5659"," 843.4504"," 722222.0","2748"
"899","SCHROCK"," 9","1130.1703"," 910.1761"," 767500.0","2820"
"900","SCHROCK","10","1129.1076"," 952.8126"," 805164.0","2870"
"901","ESHOME"," 1","1134.8533"," 986.5258"," 810670.0","2828"
"902","ESHOME"," 2","1076.5635"," 914.9604"," 721538.5","2677"
"903","ESHOME"," 3","1093.0659"," 953.7641"," 751391.5","2707"
"904","ESHOME"," 4","1153.8687","1034.8534"," 868188.5","2911"
"905","ESHOME"," 5","1083.5977"," 983.2616"," 770632.5","2741"
"906","ESHOME"," 6","1148.4916"," 943.9956"," 773644.0","2768"
"907","ESHOME"," 7"," 883.1472"," 817.4877"," 567722.0","2438"
"908","ESHOME"," 8"," 953.3121"," 804.9347"," 561964.5","2361"
"909","ESHOME"," 9","1088.7075"," 883.0875"," 698334.5","2659"
"910","ESHOME","10","1095.4351"," 972.8454"," 773578.0","2750"
"911","AW 70/12 DL/59/1532"," 1","1190.2613"," 977.0476"," 834943.0","2926"
"912","AW 70/12 DL/59/1532"," 2","1108.0402"," 976.7245"," 794457.5","2785"
"913","AW 70/12 DL/59/1532"," 3","1100.1186"," 939.8977"," 748622.5","2735"
"914","AW 70/12 DL/59/1532"," 4","1121.4080"," 921.2918"," 754241.5","2789"
"915","AW 70/12 DL/59/1532"," 5","1211.1168"," 996.6503"," 909969.5","3015"
"916","AW 70/12 DL/59/1532"," 6","1074.1625"," 906.5528"," 719440.0","2694"
"917","AW 70/12 DL/59/1532"," 7","1085.3248"," 918.7471"," 743068.5","2751"
"918","AW 70/12 DL/59/1532"," 8","1112.2037"," 977.4532"," 801361.0","2844"
"919","AW 70/12 DL/59/1532"," 9","1086.2578"," 933.6402"," 731457.5","2701"
"920","AW 70/12 DL/59/1532","10","1193.9954","1009.3247"," 900249.5","3017"
"921","HIMEKI ZAIRAI"," 1","1033.4646"," 703.9854"," 526778.5","2423"
"922","HIMEKI ZAIRAI"," 2"," 938.2718"," 731.4405"," 502651.5","2281"
"923","HIMEKI ZAIRAI"," 3"," 971.5606"," 713.9812"," 504444.5","2277"
"924","HIMEKI ZAIRAI"," 4"," 911.7818"," 671.7320"," 461159.5","2169"
"925","HIMEKI ZAIRAI"," 5"," 981.3878"," 787.4818"," 589275.0","2530"
"926","HIMEKI ZAIRAI"," 6"," 819.9982"," 604.9074"," 367367.0","1982"
"927","HIMEKI ZAIRAI"," 7"," 942.4564"," 689.9545"," 503150.5","2319"
"928","HIMEKI ZAIRAI"," 8"," 986.8541"," 759.1244"," 549818.5","2355"
"929","HIMEKI ZAIRAI"," 9"," 944.2987"," 718.5015"," 516953.0","2322"
"930","HIMEKI ZAIRAI","10"," 992.3130"," 767.6419"," 569242.5","2445"
"931","E 233 BARNARD RED"," 1","1130.4074"," 936.2553"," 757707.5","2783"
"932","E 233 BARNARD RED"," 2","1112.8243"," 834.2071"," 699163.5","2707"
"933","E 233 BARNARD RED"," 3","1068.4667"," 869.6172"," 701613.0","2704"
"934","E 233 BARNARD RED"," 4","1026.1861"," 840.9887"," 618386.0","2522"
"935","E 233 BARNARD RED"," 5","1092.9309"," 918.6866"," 754795.0","2776"
"936","E 233 BARNARD RED"," 6","1020.0730"," 862.6431"," 668108.5","2597"
"937","E 233 BARNARD RED"," 7","1119.2542"," 914.1105"," 758833.0","2808"
"938","E 233 BARNARD RED"," 8"," 959.5337"," 864.1530"," 637685.5","2619"
"939","E 233 BARNARD RED"," 9","1071.6739"," 936.6394"," 759442.0","2776"
"940","E 233 BARNARD RED","10","1080.6257"," 894.9111"," 725189.0","2732"
"941","RED KAFIR"," 1","1005.1831"," 852.8924"," 646802.5","2563"
"942","RED KAFIR"," 2","1040.8650"," 905.1990"," 675093.5","2589"
"943","RED KAFIR"," 3"," 831.9862"," 707.2642"," 434385.0","2128"
"944","RED KAFIR"," 4","1099.1679"," 909.1341"," 748976.0","2762"
"945","RED KAFIR"," 5","1005.6530"," 851.5860"," 652066.0","2604"
"946","RED KAFIR"," 6"," 905.9498"," 693.7151"," 436646.0","2158"
"947","RED KAFIR"," 7","1003.1396"," 846.0209"," 637661.0","2554"
"948","RED KAFIR"," 8","1022.1981"," 803.6906"," 613394.0","2532"
"949","RED KAFIR"," 9","1018.5308"," 837.2874"," 634945.5","2527"
"950","RED KAFIR","10","1005.0398"," 839.9707"," 628711.5","2519"
"951","S. BASUTORUM DL/60/97"," 1","1107.6624"," 942.2492"," 786958.5","2809"
"952","S. BASUTORUM DL/60/97"," 2","1156.7100"," 974.0091"," 821153.0","2860"
"953","S. BASUTORUM DL/60/97"," 3"," 958.3006"," 796.1176"," 567099.5","2387"
"954","S. BASUTORUM DL/60/97"," 4","1086.8119"," 961.7175"," 772670.5","2759"
"955","S. BASUTORUM DL/60/97"," 5","1134.5400"," 973.1415"," 812851.5","2831"
"956","S. BASUTORUM DL/60/97"," 6","1056.7545"," 827.2773"," 636915.0","2540"
"957","S. BASUTORUM DL/60/97"," 7","1116.8930"," 944.5936"," 793104.5","2821"
"958","S. BASUTORUM DL/60/97"," 8","1132.5061"," 939.7875"," 762069.5","2795"
"959","S. BASUTORUM DL/60/97"," 9","1147.8436"," 945.5321"," 814043.0","2840"
"960","S. BASUTORUM DL/60/97","10","1046.1381"," 904.1292"," 701322.5","2643"
"961","EAR FROM PIETESBURG DL/60/107"," 1","1098.3010"," 835.7937"," 641162.0","2626"
"962","EAR FROM PIETESBURG DL/60/107"," 2","1170.3615"," 991.0912"," 815423.5","2881"
"963","EAR FROM PIETESBURG DL/60/107"," 3","1215.3703","1010.7537"," 863773.0","2926"
"964","EAR FROM PIETESBURG DL/60/107"," 4","1178.0840","1042.4723"," 886095.0","2988"
"965","EAR FROM PIETESBURG DL/60/107"," 5","1183.3060"," 996.7084"," 845767.5","2905"
"966","EAR FROM PIETESBURG DL/60/107"," 6"," 924.2532"," 818.4705"," 557266.5","2381"
"967","EAR FROM PIETESBURG DL/60/107"," 7","1201.8070","1058.8506"," 915163.0","3056"
"968","EAR FROM PIETESBURG DL/60/107"," 8","1214.3990","1104.6468"," 958702.0","3098"
"969","EAR FROM PIETESBURG DL/60/107"," 9"," 994.9839"," 914.1585"," 643222.0","2526"
"970","EAR FROM PIETESBURG DL/60/107","10","1192.6315","1046.7701"," 894988.5","3007"
"971","MILO PET. 139/51 EX TANGANYIKA"," 1","1087.5095"," 893.2262"," 708417.5","2729"
"972","MILO PET. 139/51 EX TANGANYIKA"," 2","1044.8397"," 869.8597"," 642392.0","2666"
"973","MILO PET. 139/51 EX TANGANYIKA"," 3"," 959.1632"," 856.0806"," 593777.5","2529"
"974","MILO PET. 139/51 EX TANGANYIKA"," 4"," 876.9042"," 846.9500"," 552381.0","2366"
"975","MILO PET. 139/51 EX TANGANYIKA"," 5","1012.4925"," 907.8912"," 697326.0","2648"
"976","MILO PET. 139/51 EX TANGANYIKA"," 6","1022.2994"," 961.3524"," 732697.5","2713"
"977","MILO PET. 139/51 EX TANGANYIKA"," 7"," 864.6768"," 849.2479"," 558981.5","2371"
"978","MILO PET. 139/51 EX TANGANYIKA"," 8","1030.3485"," 965.8422"," 763321.0","2780"
"979","MILO PET. 139/51 EX TANGANYIKA"," 9","1091.8471"," 938.8971"," 761376.5","2751"
"980","MILO PET. 139/51 EX TANGANYIKA","10"," 953.4411"," 921.5294"," 668858.0","2612"
"981","HEGARI MALOWAR"," 1","1164.7219"," 927.3484"," 782700.5","2807"
"982","HEGARI MALOWAR"," 2","1170.5862"," 874.3038"," 725302.0","2718"
"983","HEGARI MALOWAR"," 3","1216.7880"," 884.8156"," 770094.0","2826"
"984","HEGARI MALOWAR"," 4","1218.8979"," 917.1006"," 790327.0","2842"
"985","HEGARI MALOWAR"," 5","1197.3780"," 943.6753"," 802317.5","2881"
"986","HEGARI MALOWAR"," 6","1166.4669"," 848.8111"," 709643.5","2693"
"987","HEGARI MALOWAR"," 7","1183.1014"," 874.5455"," 734662.0","2800"
"988","HEGARI MALOWAR"," 8","1221.3337"," 888.4370"," 770493.5","2805"
"989","HEGARI MALOWAR"," 9","1172.7523"," 910.8266"," 743694.0","2740"
"990","HEGARI MALOWAR","10"," 956.4774"," 714.2072"," 505227.5","2295"
"991","143 DINDERAWI 1"," 1","1223.4051"," 992.0410"," 896786.5","3033"
"992","143 DINDERAWI 1"," 2","1155.0965","1053.4531"," 913850.5","3035"
"993","143 DINDERAWI 1"," 3","1237.2296","1018.5305"," 939517.0","3090"
"994","143 DINDERAWI 1"," 4","1137.4291"," 994.2255"," 837430.0","2892"
"995","143 DINDERAWI 1"," 5","1057.7339"," 953.7957"," 772673.0","2812"
"996","143 DINDERAWI 1"," 6","1090.1835"," 968.4370"," 801758.0","2872"
"997","143 DINDERAWI 1"," 7","1108.5148"," 971.3520"," 800220.5","2867"
"998","143 DINDERAWI 1"," 8","1178.1481"," 958.2021"," 844232.0","2948"
"999","143 DINDERAWI 1"," 9","1184.1980"," 976.5444"," 846336.5","3049"
"1000","143 DINDERAWI 1","10","1172.5583","1023.0451"," 918655.5","3073"
"1001","REDBINE 655"," 1","1108.6591"," 949.3135"," 769941.0","2770"
"1002","REDBINE 655"," 2","1035.6930"," 987.5436"," 730953.0","2698"
"1003","REDBINE 655"," 3","1097.5869"," 918.1387"," 730639.5","2717"
"1004","REDBINE 655"," 4"," 990.1293"," 930.8461"," 675252.5","2591"
"1005","REDBINE 655"," 5"," 898.6440"," 782.2052"," 484511.5","2199"
"1006","REDBINE 655"," 6","1068.6800"," 994.9292"," 776569.5","2777"
"1007","REDBINE 655"," 7","1111.9357"," 967.8105"," 738297.5","2751"
"1008","REDBINE 655"," 8","1088.7263"," 926.7076"," 715267.0","2664"
"1009","REDBINE 655"," 9"," 985.8829"," 789.7561"," 565782.0","2462"
"1010","REDBINE 655","10","1176.1552"," 967.6130"," 788109.0","2900"
"1011","KIKUCHI ZAIRAI"," 1","1023.7080"," 819.2248"," 638872.0","2556"
"1012","KIKUCHI ZAIRAI"," 2"," 884.9689"," 696.3318"," 470632.5","2189"
"1013","KIKUCHI ZAIRAI"," 3"," 974.3962"," 741.4807"," 531239.5","2337"
"1014","KIKUCHI ZAIRAI"," 4"," 925.9617"," 745.5276"," 530132.5","2333"
"1015","KIKUCHI ZAIRAI"," 5"," 923.9102"," 736.5391"," 509888.5","2279"
"1016","KIKUCHI ZAIRAI"," 6"," 989.2143"," 752.9915"," 562320.0","2408"
"1017","KIKUCHI ZAIRAI"," 7"," 885.9464"," 756.0672"," 502135.0","2252"
"1018","KIKUCHI ZAIRAI"," 8","1012.4594"," 851.4791"," 651858.5","2569"
"1019","KIKUCHI ZAIRAI"," 9"," 989.5297"," 745.8877"," 565965.5","2443"
"1020","KIKUCHI ZAIRAI","10"," 972.5004"," 792.3380"," 582323.0","2444"
"1021","B-112"," 1","1083.8104","1053.8199"," 859759.0","2942"
"1022","B-112"," 2"," 979.1552"," 935.3032"," 677575.0","2622"
"1023","B-112"," 3","1015.8819"," 895.7104"," 673442.5","2591"
"1024","B-112"," 4","1028.4163"," 977.8025"," 745363.0","2728"
"1025","B-112"," 5","1076.0613","1032.7961"," 821313.5","2871"
"1026","B-112"," 6"," 903.5624"," 897.1732"," 612675.0","2500"
"1027","B-112"," 7","1029.9597"," 971.4312"," 731763.0","2700"
"1028","B-112"," 8","1006.2927"," 988.9995"," 748733.0","2750"
"1029","B-112"," 9","1112.7372","1014.1478"," 843977.0","2916"
"1030","B-112","10","1072.4631"," 987.2592"," 775098.5","2765"
"1031","E 1091"," 1","1022.1331"," 904.7961"," 677302.0","2564"
"1032","E 1091"," 2","1050.4247"," 932.0421"," 711267.5","2653"
"1033","E 1091"," 3","1083.2913"," 884.0799"," 698439.5","2629"
"1034","E 1091"," 4","1046.1405"," 891.4605"," 689534.0","2630"
"1035","E 1091"," 5","1039.0188"," 934.1910"," 704828.5","2645"
"1036","E 1091"," 6"," 941.6772"," 810.1884"," 544603.0","2342"
"1037","E 1091"," 7"," 990.5837"," 861.5789"," 626329.0","2472"
"1038","E 1091"," 8"," 989.0035"," 867.2244"," 617100.0","2512"
"1039","E 1091"," 9"," 993.0357"," 842.9022"," 609988.0","2472"
"1040","E 1091","10","1007.6334"," 888.7340"," 653873.0","2578"
"1041","ZA113 DAWA PAS PARA"," 1","1129.8712","1026.5205"," 871557.0","2966"
"1042","ZA113 DAWA PAS PARA"," 2","1080.5785","1002.2455"," 830313.0","2910"
"1043","ZA113 DAWA PAS PARA"," 3","1047.3987"," 954.9983"," 739679.5","2737"
"1044","ZA113 DAWA PAS PARA"," 4","1029.8981","1027.3629"," 794771.0","2836"
"1045","ZA113 DAWA PAS PARA"," 5","1106.9982","1046.7551"," 876140.0","2980"
"1046","ZA113 DAWA PAS PARA"," 6","1144.1023","1008.5357"," 859789.5","2947"
"1047","ZA113 DAWA PAS PARA"," 7","1166.9207","1008.0668"," 853029.0","2920"
"1048","ZA113 DAWA PAS PARA"," 8","1044.1327"," 935.8686"," 732302.5","2727"
"1049","ZA113 DAWA PAS PARA"," 9","1097.9299"," 954.0873"," 768370.5","2819"
"1050","ZA113 DAWA PAS PARA","10","1167.6472","1073.3550"," 942391.5","3045"
"1051","AS 4547 JARDIRA"," 1"," 958.8769"," 567.9196"," 426899.5","2213"
"1052","AS 4547 JARDIRA"," 2","1017.3402"," 582.1947"," 443943.0","2268"
"1053","AS 4547 JARDIRA"," 3","1002.7811"," 600.2267"," 460776.5","2305"
"1054","AS 4547 JARDIRA"," 4"," 928.1907"," 575.7082"," 401746.0","2112"
"1055","AS 4547 JARDIRA"," 5"," 960.5665"," 592.6003"," 442111.0","2246"
"1056","AS 4547 JARDIRA"," 6"," 958.7142"," 591.7258"," 415769.5","2125"
"1057","AS 4547 JARDIRA"," 7"," 890.2500"," 527.9483"," 360254.5","2037"
"1058","AS 4547 JARDIRA"," 8","1026.3820"," 594.4824"," 463946.5","2293"
"1059","AS 4547 JARDIRA"," 9"," 937.1286"," 562.3881"," 389874.5","2095"
"1060","AS 4547 JARDIRA","10"," 918.0093"," 561.1163"," 388796.0","2096"
"1061","MN 1277 MUHEYAR"," 1"," 846.3297"," 592.8611"," 366736.0","2000"
"1062","MN 1277 MUHEYAR"," 2"," 952.1119"," 613.0393"," 420756.0","2158"
"1063","MN 1277 MUHEYAR"," 3","1006.9727"," 661.9633"," 493001.0","2322"
"1064","MN 1277 MUHEYAR"," 4","1008.9331"," 664.2452"," 500794.0","2362"
"1065","MN 1277 MUHEYAR"," 5","1049.8476"," 698.7014"," 525944.5","2389"
"1066","MN 1277 MUHEYAR"," 6","1002.5767"," 672.6508"," 486674.0","2270"
"1067","MN 1277 MUHEYAR"," 7"," 981.3786"," 636.7206"," 461234.5","2259"
"1068","MN 1277 MUHEYAR"," 8"," 943.2084"," 618.7572"," 422974.0","2152"
"1069","MN 1277 MUHEYAR"," 9"," 959.2685"," 653.9984"," 446259.5","2185"
"1070","MN 1277 MUHEYAR","10"," 887.5951"," 590.7908"," 375248.0","2018"
"1071","KA 24"," 1","1187.9125","1091.4272"," 953469.0","3116"
"1072","KA 24"," 2","1215.3485","1092.0654","1007980.5","3201"
"1073","KA 24"," 3","1160.1194","1107.0723"," 956737.5","3113"
"1074","KA 24"," 4","1278.5089","1173.0180","1109547.0","3316"
"1075","KA 24"," 5"," 999.6484"," 911.2824"," 694825.5","2655"
"1076","KA 24"," 6","1151.8029","1047.1540"," 900948.0","3036"
"1077","KA 24"," 7","1203.0096","1099.8549"," 974195.5","3235"
"1078","KA 24"," 8","1135.4757","1056.8716"," 891990.0","3002"
"1079","KA 24"," 9","1164.7798","1079.4057"," 931625.0","3062"
"1080","KA 24","10","1092.6244","1001.6086"," 810205.5","2875"
"1081","AKAHO"," 1"," 973.6966"," 690.9956"," 480742.5","2219"
"1082","AKAHO"," 2"," 989.4792"," 672.4811"," 479887.5","2253"
"1083","AKAHO"," 3"," 994.3048"," 676.9735"," 482625.0","2250"
"1084","AKAHO"," 4"," 965.0497"," 670.9229"," 470932.5","2197"
"1085","AKAHO"," 5"," 966.6851"," 689.8296"," 472862.5","2225"
"1086","AKAHO"," 6"," 912.2478"," 600.4246"," 393482.0","2064"
"1087","AKAHO"," 7"," 942.5991"," 678.1197"," 461367.5","2187"
"1088","AKAHO"," 8","1044.0694"," 680.5275"," 497521.5","2343"
"1089","AKAHO"," 9"," 954.1708"," 618.0864"," 414410.0","2158"
"1090","AKAHO","10","1036.3252"," 707.2133"," 515434.0","2314"
"1091","MN 401"," 1","1047.9666"," 819.1120"," 628904.0","2532"
"1092","MN 401"," 2"," 993.7832"," 815.4324"," 610201.0","2510"
"1093","MN 401"," 3"," 968.7621"," 815.2961"," 591250.5","2463"
"1094","MN 401"," 4"," 942.4436"," 781.4982"," 544392.5","2367"
"1095","MN 401"," 5"," 942.4038"," 771.2076"," 554988.0","2388"
"1096","MN 401"," 6"," 859.4242"," 761.7251"," 486908.5","2239"
"1097","MN 401"," 7"," 889.9174"," 773.9550"," 510858.5","2253"
"1098","MN 401"," 8"," 945.0847"," 758.4262"," 535796.5","2351"
"1099","MN 401"," 9"," 871.7712"," 715.9941"," 481736.0","2226"
"1100","MN 401","10"," 919.9918"," 743.4870"," 516064.0","2314"
"1101","S. VULGARE 72-726-7"," 1","1158.8809"," 996.2827"," 844453.5","2921"
"1102","S. VULGARE 72-726-7"," 2","1185.7171","1043.2708"," 907728.5","3075"
"1103","S. VULGARE 72-726-7"," 3","1230.8737","1048.6267"," 959317.0","3098"
"1104","S. VULGARE 72-726-7"," 4","1222.1493","1108.6591","1001643.0","3182"
"1105","S. VULGARE 72-726-7"," 5","1218.5893","1101.0469"," 991795.5","3141"
"1106","S. VULGARE 72-726-7"," 6","1178.4532","1040.1635"," 901009.5","2971"
"1107","S. VULGARE 72-726-7"," 7","1193.7856"," 961.1894"," 826406.5","2969"
"1108","S. VULGARE 72-726-7"," 8","1264.2864","1066.7045"," 986033.5","3135"
"1109","S. VULGARE 72-726-7"," 9","1170.9761","1024.0055"," 887381.0","2968"
"1110","S. VULGARE 72-726-7","10","1250.0312","1053.3233"," 987517.0","3128"
"1111","E 276 FRAMIDA"," 1","1231.6124","1113.8935","1024957.5","3191"
"1112","E 276 FRAMIDA"," 2","1193.6637","1125.4058","1002482.0","3174"
"1113","E 276 FRAMIDA"," 3","1254.7781","1111.3949","1048413.5","3263"
"1114","E 276 FRAMIDA"," 4","1115.7173","1095.1870"," 919374.5","3035"
"1115","E 276 FRAMIDA"," 5","1217.3948","1116.1597","1009865.0","3182"
"1116","E 276 FRAMIDA"," 6","1195.2991","1133.2711","1005587.0","3162"
"1117","E 276 FRAMIDA"," 7","1276.5959","1115.0725","1033006.5","3187"
"1118","E 276 FRAMIDA"," 8","1241.8088","1123.1979","1040288.0","3212"
"1119","E 276 FRAMIDA"," 9","1308.6424","1152.0733","1121615.5","3353"
"1120","E 276 FRAMIDA","10","1284.7607","1175.9614","1116728.0","3360"
"1121","UGANDA L1"," 1","1039.0712"," 857.7372"," 681319.0","2648"
"1122","UGANDA L1"," 2","1175.1345"," 901.7138"," 802794.0","2892"
"1123","UGANDA L1"," 3"," 967.2249"," 798.6333"," 580300.5","2437"
"1124","UGANDA L1"," 4"," 900.4277"," 753.8640"," 511353.5","2285"
"1125","UGANDA L1"," 5","1035.9735"," 836.8158"," 646260.0","2582"
"1126","UGANDA L1"," 6"," 952.9795"," 768.1718"," 553973.5","2381"
"1127","UGANDA L1"," 7"," 722.9011"," 563.4893"," 308186.5","1781"
"1128","UGANDA L1"," 8"," 842.2031"," 722.5716"," 455228.0","2138"
"1129","UGANDA L1"," 9"," 872.9960"," 732.4730"," 481963.0","2216"
"1130","UGANDA L1","10","1065.4698"," 854.0523"," 686385.0","2650"
"1131","MORABA 74"," 1","1149.6791"," 907.2323"," 746195.5","2765"
"1132","MORABA 74"," 2","1137.6414"," 813.2879"," 675887.5","2717"
"1133","MORABA 74"," 3","1023.2111"," 786.4946"," 571488.0","2418"
"1134","MORABA 74"," 4","1107.3301"," 971.9107"," 776658.0","2786"
"1135","MORABA 74"," 5","1063.3687"," 834.7114"," 634040.0","2578"
"1136","MORABA 74"," 6","1022.6681"," 851.9871"," 636892.0","2540"
"1137","MORABA 74"," 7","1032.1129"," 774.4967"," 566051.0","2464"
"1138","MORABA 74"," 8"," 936.2142"," 833.0081"," 559245.5","2377"
"1139","MORABA 74"," 9","1098.5855"," 847.6373"," 671932.0","2618"
"1140","MORABA 74","10","1152.4235"," 912.1716"," 752502.0","2786"
"1141","IS473"," 1","1049.3474"," 792.7546"," 616791.5","2511"
"1142","IS473"," 2","1084.9005"," 778.1672"," 642173.0","2600"
"1143","IS473"," 3","1074.8902"," 680.2657"," 514616.0","2368"
"1144","IS473"," 4","1142.4207"," 878.3586"," 708852.5","2681"
"1145","IS473"," 5","1140.7370"," 816.6159"," 675534.0","2656"
"1146","IS473"," 6","1015.1177"," 689.2284"," 513299.5","2315"
"1147","IS473"," 7","1127.4396"," 824.8886"," 669656.5","2617"
"1148","IS473"," 8","1057.0624"," 747.4838"," 614161.0","2572"
"1149","IS473"," 9","1101.1326"," 850.0112"," 682600.0","2632"
"1150","IS473","10"," 937.3671"," 875.4873"," 643227.0","2656"
"1151","IS15478"," 1","1227.3060","1079.8497","1005956.5","3227"
"1152","IS15478"," 2","1381.4373","1162.8063","1194624.5","3465"
"1153","IS15478"," 3","1221.7549","1028.5688"," 969283.0","3160"
"1154","IS15478"," 4","1283.7543","1163.8536","1120894.0","3358"
"1155","IS15478"," 5","1288.8545","1122.7729","1072044.0","3322"
"1156","IS15478"," 6","1376.9332","1158.0910","1227180.5","3563"
"1157","IS15478"," 7","1311.3665","1168.1395","1134255.5","3383"
"1158","IS15478"," 8","1449.9672","1224.6946","1340436.5","3701"
"1159","IS15478"," 9","1310.6067","1085.5644","1047875.5","3257"
"1160","IS15478","10","1191.8242","1043.1429"," 939635.0","3088"
"1161","IS15744"," 1","1356.7351","1353.5929","1295253.5","3617"
"1162","IS15744"," 2","1183.9734","1306.0353","1102661.5","3385"
"1163","IS15744"," 3","1144.7987","1231.4025"," 994745.0","3144"
"1164","IS15744"," 4","1135.9564","1092.6467"," 908407.0","3002"
"1165","IS15744"," 5","1204.2828","1299.2148","1137625.0","3404"
"1166","IS15744"," 6","1129.7363","1076.4105"," 836937.5","2875"
"1167","IS15744"," 7","1068.7058","1128.2657"," 852725.5","2931"
"1168","IS15744"," 8","1169.9850","1242.4697","1024151.5","3199"
"1169","IS15744"," 9","1122.3440","1164.1315"," 924491.0","3054"
"1170","IS15744","10","1182.8563","1125.6312"," 944336.5","3067"
