"","linename","seed.num","side.length","side.thickness","side.area","side.perimeter"
"387","OOTOYO-MURA ZAIRAI"," 7"," 938.3443","592.8485"," 418349.5","2183"
"388","OOTOYO-MURA ZAIRAI"," 8"," 912.2374","650.7122"," 450554.0","2176"
"389","OOTOYO-MURA ZAIRAI"," 9"," 947.5890","660.8561"," 467467.5","2315"
"390","OOTOYO-MURA ZAIRAI","10"," 892.5721","616.3031"," 417395.0","2092"
"391","KANAGAWAZAIRAI"," 1"," 901.5681","654.1480"," 442063.0","2254"
"392","KANAGAWAZAIRAI"," 2"," 916.6286","630.8553"," 438014.5","2199"
"393","KANAGAWAZAIRAI"," 3","1003.4919","661.8708"," 514438.0","2434"
"394","KANAGAWAZAIRAI"," 4"," 878.4634","569.4762"," 374921.5","2093"
"395","KANAGAWAZAIRAI"," 5"," 934.1542","634.4242"," 440587.5","2227"
"396","KANAGAWAZAIRAI"," 6"," 883.8014","598.6786"," 402668.0","2162"
"397","KANAGAWAZAIRAI"," 7"," 893.8954","655.4268"," 449323.5","2249"
"398","KANAGAWAZAIRAI"," 8"," 808.2357","565.4068"," 343571.5","2005"
"399","KANAGAWAZAIRAI"," 9"," 896.0759","557.4282"," 356854.0","2080"
"400","KANAGAWAZAIRAI","10"," 950.2658","678.3502"," 486370.5","2387"
"401","AKLMOI WHITE"," 1","1056.0175","617.0854"," 495022.5","2415"
"402","AKLMOI WHITE"," 2"," 917.7718","483.4328"," 333092.0","2030"
"403","AKLMOI WHITE"," 3","1056.7734","677.5729"," 537960.0","2446"
"404","AKLMOI WHITE"," 4","1020.9432","629.9459"," 466149.5","2317"
"405","AKLMOI WHITE"," 5","1070.1514","711.1536"," 563260.0","2504"
"406","AKLMOI WHITE"," 6","1012.0400","617.0655"," 455587.0","2294"
"407","AKLMOI WHITE"," 7"," 977.1310","537.3875"," 383139.0","2168"
"408","AKLMOI WHITE"," 8","1037.4758","642.7350"," 495659.0","2378"
"409","AKLMOI WHITE"," 9"," 960.2135","573.5172"," 412337.5","2207"
"410","AKLMOI WHITE","10"," 982.6139","545.3383"," 398038.0","2136"
"411","E 959"," 1","1138.0444","642.6735"," 540726.0","2526"
"412","E 959"," 2","1181.6366","660.8614"," 582826.0","2654"
"413","E 959"," 3","1146.2273","658.0772"," 571855.5","2553"
"414","E 959"," 4","1154.6930","611.6587"," 518425.0","2508"
"415","E 959"," 5","1235.8418","665.4444"," 625233.0","2774"
"416","E 959"," 6","1202.7223","680.3599"," 602900.0","2650"
"417","E 959"," 7","1188.5260","674.3639"," 603791.0","2668"
"418","E 959"," 8","1246.0855","686.6519"," 648265.0","2794"
"419","E 959"," 9","1046.4798","647.4965"," 532599.0","2462"
"420","E 959","10","1262.6480","646.3147"," 605421.0","2818"
"421","PI 152748 C"," 1","1055.9096","695.7651"," 542921.5","2546"
"422","PI 152748 C"," 2","1144.6593","696.7540"," 608805.5","2737"
"423","PI 152748 C"," 3"," 971.4536","617.8381"," 460054.5","2303"
"424","PI 152748 C"," 4"," 936.7860","570.7686"," 395978.5","2217"
"425","PI 152748 C"," 5"," 960.0026","573.8641"," 398971.0","2198"
"426","PI 152748 C"," 6"," 860.9762","540.9488"," 349287.0","2040"
"427","PI 152748 C"," 7"," 974.3885","585.8033"," 420048.5","2340"
"428","PI 152748 C"," 8"," 927.2810","588.7698"," 403877.0","2146"
"429","PI 152748 C"," 9","1059.3097","584.8507"," 454162.0","2430"
"430","PI 152748 C","10"," 891.9737","588.3346"," 391061.0","2152"
"431","WAD YABOO 132/53"," 1","1174.5420","727.7126"," 650805.5","2819"
"432","WAD YABOO 132/53"," 2","1131.1985","748.9269"," 628516.5","2735"
"433","WAD YABOO 132/53"," 3","1167.6472","785.8418"," 697659.5","2853"
"434","WAD YABOO 132/53"," 4","1086.3268","637.9912"," 551430.0","2624"
"435","WAD YABOO 132/53"," 5","1078.1507","710.1382"," 598161.0","2678"
"436","WAD YABOO 132/53"," 6","1083.1643","676.2012"," 517024.5","2431"
"437","WAD YABOO 132/53"," 7","1125.9081","696.3348"," 598621.0","2732"
"438","WAD YABOO 132/53"," 8","1164.1478","742.8971"," 692524.5","2970"
"439","WAD YABOO 132/53"," 9","1160.1827","727.1699"," 660919.5","2821"
"440","WAD YABOO 132/53","10","1076.8626","704.4827"," 580852.5","2614"
"441","CAPE COLO 28/53"," 1","1122.2482","672.7799"," 536578.5","2559"
"442","CAPE COLO 28/53"," 2","1152.3472","641.5185"," 535110.0","2598"
"443","CAPE COLO 28/53"," 3","1252.2979","683.3606"," 622626.0","2746"
"444","CAPE COLO 28/53"," 4","1063.9850","668.6373"," 507004.5","2413"
"445","CAPE COLO 28/53"," 5","1178.5797","704.8255"," 604862.5","2625"
"446","CAPE COLO 28/53"," 6","1215.6435","675.1462"," 611190.0","2698"
"447","CAPE COLO 28/53"," 7","1130.6936","669.2476"," 537772.5","2555"
"448","CAPE COLO 28/53"," 8","1158.5689","713.2817"," 618356.5","2637"
"449","CAPE COLO 28/53"," 9","1251.9585","702.6160"," 593487.5","2787"
"450","CAPE COLO 28/53","10","1140.3846","692.2524"," 583314.0","2608"
"451","TSETA LOCAL NATURE TYPE 27/51"," 1","1173.3525","768.2909"," 679209.0","2774"
"452","TSETA LOCAL NATURE TYPE 27/51"," 2","1190.8753","705.0411"," 623696.0","2760"
"453","TSETA LOCAL NATURE TYPE 27/51"," 3","1151.4447","766.4745"," 651577.0","2736"
"454","TSETA LOCAL NATURE TYPE 27/51"," 4","1131.9845","794.4711"," 667715.0","2696"
"455","TSETA LOCAL NATURE TYPE 27/51"," 5","1171.6416","795.8355"," 684684.5","2791"
"456","TSETA LOCAL NATURE TYPE 27/51"," 6","1163.5691","734.8777"," 636392.5","2667"
"457","TSETA LOCAL NATURE TYPE 27/51"," 7","1208.3129","778.3845"," 673993.5","2825"
"458","TSETA LOCAL NATURE TYPE 27/51"," 8","1203.3757","734.3609"," 648966.5","2773"
"459","TSETA LOCAL NATURE TYPE 27/51"," 9","1124.4554","715.6709"," 617911.0","2626"
"460","TSETA LOCAL NATURE TYPE 27/51","10","1194.7326","727.2104"," 648199.5","2735"
"461","AS 4637 NHORONGO NENPI"," 1"," 846.9032","558.9659"," 346327.0","1962"
"462","AS 4637 NHORONGO NENPI"," 2","1173.7461","777.8104"," 701197.0","2820"
"463","AS 4637 NHORONGO NENPI"," 3","1106.0402","785.5429"," 650198.0","2650"
"464","AS 4637 NHORONGO NENPI"," 4","1061.5404","718.1338"," 560589.0","2494"
"465","AS 4637 NHORONGO NENPI"," 5"," 904.9757","591.2579"," 385446.5","2089"
"466","AS 4637 NHORONGO NENPI"," 6"," 946.4486","630.0786"," 414886.5","2117"
"467","AS 4637 NHORONGO NENPI"," 7","1213.7417","759.7226"," 692352.5","2789"
"468","AS 4637 NHORONGO NENPI"," 8","1038.4628","748.8617"," 566790.0","2426"
"469","AS 4637 NHORONGO NENPI"," 9"," 880.5691","585.8824"," 373377.5","2015"
"470","AS 4637 NHORONGO NENPI","10","1025.9834","710.7863"," 542429.5","2431"
"471","72-10-10-5"," 1"," 940.6912","590.2022"," 382892.0","2170"
"472","72-10-10-5"," 2","1046.3828","550.9341"," 412126.0","2296"
"473","72-10-10-5"," 3","1189.3872","628.0007"," 532216.5","2645"
"474","72-10-10-5"," 4","1187.2342","601.1367"," 503574.5","2607"
"475","72-10-10-5"," 5","1173.4160","593.1187"," 486451.5","2561"
"476","72-10-10-5"," 6","1084.8309","625.5381"," 477601.5","2445"
"477","72-10-10-5"," 7","1206.9171","642.6183"," 533789.0","2674"
"478","72-10-10-5"," 8","1011.0020","577.8228"," 414232.5","2221"
"479","72-10-10-5"," 9"," 887.9471","541.8127"," 351698.5","2025"
"480","72-10-10-5","10"," 972.6839","619.4499"," 436237.5","2223"
"481","HANGETSUTOSUI"," 1"," 936.2500","493.8232"," 323810.0","1996"
"482","HANGETSUTOSUI"," 2","1060.2537","552.9903"," 437895.5","2365"
"483","HANGETSUTOSUI"," 3","1230.3191","673.9536"," 607811.0","2724"
"484","HANGETSUTOSUI"," 4","1113.4815","621.6610"," 510976.0","2504"
"485","HANGETSUTOSUI"," 5","1131.7190","581.2998"," 470973.0","2506"
"486","HANGETSUTOSUI"," 6","1131.2299","689.5769"," 570642.0","2616"
"487","HANGETSUTOSUI"," 7","1114.9552","634.7340"," 513063.5","2461"
"488","HANGETSUTOSUI"," 8"," 965.6966","608.2925"," 414711.0","2196"
"489","HANGETSUTOSUI"," 9"," 925.1751","484.0738"," 326903.0","2040"
"490","HANGETSUTOSUI","10"," 776.7265","572.2426"," 323985.0","1902"
"491","KOUSHUU ZAIRAISHU"," 1","1104.5547","647.7986"," 546035.5","2533"
"492","KOUSHUU ZAIRAISHU"," 2","1103.0113","641.7332"," 520833.5","2429"
"493","KOUSHUU ZAIRAISHU"," 3","1152.1133","627.4279"," 536891.5","2579"
"494","KOUSHUU ZAIRAISHU"," 4","1067.4015","588.5911"," 463834.5","2367"
"495","KOUSHUU ZAIRAISHU"," 5","1176.5615","670.6942"," 598628.0","2870"
"496","KOUSHUU ZAIRAISHU"," 6","1214.4945","760.7156"," 674773.0","2798"
"497","KOUSHUU ZAIRAISHU"," 7","1097.2201","633.0562"," 531595.5","2517"
"498","KOUSHUU ZAIRAISHU"," 8","1185.5906","637.5177"," 587677.5","2685"
"499","KOUSHUU ZAIRAISHU"," 9","1202.6005","728.7341"," 680725.5","2803"
"500","KOUSHUU ZAIRAISHU","10","1248.6317","773.8423"," 693163.5","2761"
"501","CHAL WAXY SORGHUM"," 1","1160.4952","675.5297"," 571259.5","2583"
"502","CHAL WAXY SORGHUM"," 2","1224.5705","786.2332"," 690230.0","2764"
"503","CHAL WAXY SORGHUM"," 3","1249.5475","706.2477"," 619889.5","2687"
"504","CHAL WAXY SORGHUM"," 4","1187.3744","722.0806"," 618499.0","2630"
"505","CHAL WAXY SORGHUM"," 5","1158.2029","710.2400"," 584312.5","2539"
"506","CHAL WAXY SORGHUM"," 6","1260.3432","748.7762"," 695966.5","2821"
"507","CHAL WAXY SORGHUM"," 7","1271.7692","752.9676"," 696877.5","2793"
"508","CHAL WAXY SORGHUM"," 8","1153.3278","704.5647"," 586949.5","2575"
"509","CHAL WAXY SORGHUM"," 9","1185.8537","643.6384"," 537737.0","2502"
"510","CHAL WAXY SORGHUM","10","1145.0734","635.1087"," 531293.0","2514"
"511","MOCTAC LOCAL"," 1"," 889.0405","636.0959"," 407708.5","2119"
"512","MOCTAC LOCAL"," 2","1001.7530","845.1934"," 640623.0","2560"
"513","MOCTAC LOCAL"," 3"," 787.1785","499.4039"," 277156.0","1768"
"514","MOCTAC LOCAL"," 6"," 878.1526","660.2087"," 447984.5","2199"
"515","MOCTAC LOCAL"," 7"," 805.2751","627.1993"," 382064.5","2003"
"516","MOCTAC LOCAL"," 8"," 928.8627","727.4422"," 490962.0","2266"
"517","MOCTAC LOCAL"," 9"," 858.7928","632.7836"," 399552.5","2099"
"518","MOCTAC LOCAL","10"," 847.0655","563.6258"," 330210.5","1939"
"519","MOCTAC LOCAL","11"," 943.6631","621.9974"," 431824.5","2215"
"520","MOCTAC LOCAL","12"," 829.5746","591.4007"," 345690.5","1949"
"521","CHOONCHAN LOCAL"," 1"," 976.0251","625.5526"," 450396.0","2304"
"522","CHOONCHAN LOCAL"," 2"," 967.4425","598.9948"," 417618.5","2153"
"523","CHOONCHAN LOCAL"," 3"," 984.6669","593.8901"," 433008.5","2245"
"524","CHOONCHAN LOCAL"," 4"," 950.9012","584.8926"," 404504.5","2177"
"525","CHOONCHAN LOCAL"," 5","1009.2472","610.2746"," 461411.5","2349"
"526","CHOONCHAN LOCAL"," 6"," 919.9658","553.0717"," 378255.5","2079"
"527","CHOONCHAN LOCAL"," 7","1014.3333","639.1450"," 465415.5","2305"
"528","CHOONCHAN LOCAL"," 8"," 907.7643","560.1234"," 363006.0","2030"
"529","CHOONCHAN LOCAL"," 9"," 973.2225","577.6490"," 425114.0","2216"
"530","CHOONCHAN LOCAL","10"," 971.9141","652.8787"," 450994.5","2249"
"531","72-8-13"," 1","1000.1485","681.0669"," 484557.0","2362"
"532","72-8-13"," 2"," 877.6269","672.0874"," 444252.5","2169"
"533","72-8-13"," 3","1003.2931","719.9691"," 534362.5","2371"
"534","72-8-13"," 4"," 945.2957","644.5898"," 483349.0","2284"
"535","72-8-13"," 5"," 908.2979","640.5322"," 434588.0","2192"
"536","72-8-13"," 6"," 836.6869","723.0423"," 479239.5","2251"
"537","72-8-13"," 7"," 866.2938","694.2194"," 416433.5","2179"
"538","72-8-13"," 8"," 841.5587","682.1711"," 395527.0","2004"
"539","72-8-13"," 9"," 972.8350","715.3505"," 497247.0","2338"
"540","72-8-13","10","1011.3298","690.8191"," 514808.5","2415"
"541","AI HUI"," 1","1016.6464","756.1960"," 555222.5","2431"
"542","AI HUI"," 2","1137.3394","627.3193"," 511879.5","2539"
"543","AI HUI"," 3","1139.1229","705.3752"," 598688.0","2654"
"544","AI HUI"," 4"," 950.3904","630.8418"," 423892.0","2202"
"545","AI HUI"," 5"," 802.7652","420.3520"," 253164.0","1742"
"546","AI HUI"," 6"," 902.8233","606.0266"," 372340.5","2031"
"547","AI HUI"," 7","1152.2417","670.2717"," 535123.5","2431"
"548","AI HUI"," 8","1083.4362","600.5919"," 498818.5","2451"
"549","AI HUI"," 9","1154.9719","670.5843"," 557433.5","2557"
"550","AI HUI","10","1027.5028","638.6289"," 472651.5","2293"
"551","NUO CAO LIANG"," 1","1111.5944","669.9170"," 541967.0","2490"
"552","NUO CAO LIANG"," 2","1060.3759","668.5280"," 538993.0","2468"
"553","NUO CAO LIANG"," 3"," 915.0355","629.3319"," 414530.5","2149"
"554","NUO CAO LIANG"," 4"," 994.4265","617.2462"," 463947.5","2293"
"555","NUO CAO LIANG"," 5","1036.2958","646.2971"," 495403.0","2428"
"556","NUO CAO LIANG"," 6"," 983.9721","606.1422"," 443848.5","2251"
"557","NUO CAO LIANG"," 7","1146.6966","619.4429"," 538252.0","2564"
"558","NUO CAO LIANG"," 8","1102.3402","714.2495"," 575752.5","2531"
"559","NUO CAO LIANG"," 9","1092.7200","663.3731"," 521126.5","2545"
"560","NUO CAO LIANG","10","1092.0554","686.7875"," 564084.5","2503"
"561","LIAOZA 1"," 1","1271.7614","809.3311"," 727470.5","2907"
"562","LIAOZA 1"," 2","1228.1409","822.3633"," 662976.5","2731"
"563","LIAOZA 1"," 3","1241.9122","748.6994"," 638808.5","2781"
"564","LIAOZA 1"," 4","1066.3137","758.0808"," 550796.0","2466"
"565","LIAOZA 1"," 5","1073.3466","719.0203"," 514520.5","2447"
"566","LIAOZA 1"," 6"," 884.1380","485.3337"," 301972.5","1935"
"567","LIAOZA 1"," 7"," 989.3154","669.7631"," 444098.0","2254"
"568","LIAOZA 1"," 8","1080.3726","804.2771"," 605334.0","2596"
"569","LIAOZA 1"," 9","1070.6377","666.8811"," 482779.5","2337"
"570","LIAOZA 1","10","1021.1072","678.7886"," 477191.0","2272"
"571","BIG WHITE HULL"," 1","1330.1162","690.2194"," 654702.0","2912"
"572","BIG WHITE HULL"," 2","1140.7318","558.5160"," 470185.5","2499"
"573","BIG WHITE HULL"," 3","1367.4209","721.7353"," 700161.0","3020"
"574","BIG WHITE HULL"," 4","1084.4390","627.4415"," 449947.5","2293"
"575","BIG WHITE HULL"," 5","1315.7697","739.3771"," 705027.5","2933"
"576","BIG WHITE HULL"," 6","1041.1556","546.7655"," 403212.0","2244"
"577","BIG WHITE HULL"," 7","1260.6383","729.5114"," 639014.5","2729"
"578","BIG WHITE HULL"," 8","1062.5145","611.0241"," 461026.5","2341"
"579","BIG WHITE HULL"," 9","1370.9865","710.1748"," 722913.0","3066"
"580","BIG WHITE HULL","10","1048.8174","532.9784"," 377928.5","2237"
"581","XIONG YUE 334"," 1","1128.9097","625.4469"," 517099.5","2457"
"582","XIONG YUE 334"," 2","1125.9507","650.0196"," 509787.0","2542"
"583","XIONG YUE 334"," 3","1128.6492","630.9596"," 546113.0","2690"
"584","XIONG YUE 334"," 4","1010.9031","613.6019"," 448491.0","2316"
"585","XIONG YUE 334"," 5","1064.4834","607.2899"," 472272.0","2392"
"586","XIONG YUE 334"," 6","1165.8769","606.5537"," 527511.5","2609"
"587","XIONG YUE 334"," 7","1160.9294","645.1013"," 561254.0","2596"
"588","XIONG YUE 334"," 8","1032.1647","522.7732"," 420497.0","2370"
"589","XIONG YUE 334"," 9","1106.4899","620.6798"," 501321.0","2484"
"590","XIONG YUE 334","10","1167.9118","624.4675"," 534283.0","2652"
"591","AS 5781 HUAN SA PHAUNG AH LPYSU"," 1","1036.0043","682.2288"," 520349.0","2402"
"592","AS 5781 HUAN SA PHAUNG AH LPYSU"," 2","1082.2024","667.1922"," 533480.5","2439"
"593","AS 5781 HUAN SA PHAUNG AH LPYSU"," 3","1036.0164","719.5591"," 539120.5","2437"
"594","AS 5781 HUAN SA PHAUNG AH LPYSU"," 4","1042.7051","674.8264"," 514773.0","2390"
"595","AS 5781 HUAN SA PHAUNG AH LPYSU"," 5","1039.7692","706.2452"," 534272.5","2433"
"596","AS 5781 HUAN SA PHAUNG AH LPYSU"," 6","1003.5338","616.6948"," 453727.0","2264"
"597","AS 5781 HUAN SA PHAUNG AH LPYSU"," 7","1024.9298","663.0825"," 501231.0","2370"
"598","AS 5781 HUAN SA PHAUNG AH LPYSU"," 8","1055.5743","716.3371"," 553480.0","2506"
"599","AS 5781 HUAN SA PHAUNG AH LPYSU"," 9"," 992.7678","706.2537"," 503455.5","2339"
"600","AS 5781 HUAN SA PHAUNG AH LPYSU","10","1024.1470","684.6205"," 494572.0","2330"
"601","KALJANPUR"," 1","1083.4985","584.8001"," 460272.0","2388"
"602","KALJANPUR"," 2","1131.1110","656.5793"," 515019.5","2465"
"603","KALJANPUR"," 3","1173.0904","670.5153"," 552129.5","2601"
"604","KALJANPUR"," 4","1098.4284","696.3176"," 508822.0","2514"
"605","KALJANPUR"," 5","1102.2981","725.9434"," 559077.0","2618"
"606","KALJANPUR"," 6","1086.8689","664.4444"," 502113.0","2492"
"607","KALJANPUR"," 7","1132.0468","601.4310"," 465450.0","2508"
"608","KALJANPUR"," 8"," 969.7670","632.2715"," 410441.0","2248"
"609","KALJANPUR"," 9","1183.2540","687.0773"," 582115.0","2686"
"610","KALJANPUR","10"," 962.8344","665.6669"," 451345.5","2167"
"611","IKEDACHO MATSUO ZAIRAI"," 1","1089.4333","623.7775"," 492380.5","2429"
"612","IKEDACHO MATSUO ZAIRAI"," 2","1086.4852","640.7405"," 465098.5","2383"
"613","IKEDACHO MATSUO ZAIRAI"," 3"," 910.4285","554.9080"," 353554.0","2056"
"614","IKEDACHO MATSUO ZAIRAI"," 4","1022.8451","648.3269"," 466254.5","2253"
"615","IKEDACHO MATSUO ZAIRAI"," 5"," 978.6940","639.6984"," 451040.5","2277"
"616","IKEDACHO MATSUO ZAIRAI"," 6"," 921.3821","581.1465"," 379975.5","2061"
"617","IKEDACHO MATSUO ZAIRAI"," 7","1053.8093","639.7258"," 446786.5","2311"
"618","IKEDACHO MATSUO ZAIRAI"," 8"," 963.5653","571.1321"," 389215.0","2222"
"619","IKEDACHO MATSUO ZAIRAI"," 9"," 927.5365","644.5460"," 416399.0","2126"
"620","IKEDACHO MATSUO ZAIRAI","10","1014.4876","660.2171"," 480489.5","2349"
"621","SC NO.0217 CI1197"," 1","1260.9782","635.1022"," 573973.5","2687"
"622","SC NO.0217 CI1197"," 2","1149.5673","599.7239"," 511668.0","2602"
"623","SC NO.0217 CI1197"," 3","1017.3107","575.8615"," 433206.0","2258"
"624","SC NO.0217 CI1197"," 4","1146.9167","621.3886"," 517020.5","2547"
"625","SC NO.0217 CI1197"," 5","1146.1605","599.6420"," 494129.5","2521"
"626","SC NO.0217 CI1197"," 6","1054.1821","591.2261"," 478117.5","2421"
"627","SC NO.0217 CI1197"," 7","1083.6319","583.9945"," 453192.0","2418"
"628","SC NO.0217 CI1197"," 8","1121.1253","634.2458"," 496008.0","2464"
"629","SC NO.0217 CI1197"," 9","1134.0705","627.7158"," 514434.0","2560"
"630","SC NO.0217 CI1197","10","1134.7409","604.0392"," 495348.0","2550"
"631","GOOSENECK"," 1","1098.8767","679.1626"," 546820.0","2494"
"632","GOOSENECK"," 2","1166.0617","682.5916"," 608601.0","2630"
"633","GOOSENECK"," 3","1140.1202","689.1528"," 598137.0","2636"
"634","GOOSENECK"," 4","1103.4423","675.5015"," 583282.0","2606"
"635","GOOSENECK"," 5","1097.8201","738.6766"," 600466.5","2603"
"636","GOOSENECK"," 6","1112.9816","744.3843"," 628416.0","2632"
"637","GOOSENECK"," 7","1164.5789","696.0817"," 576869.0","2574"
"638","GOOSENECK"," 8","1172.5835","727.2267"," 623776.0","2640"
"639","GOOSENECK"," 9","1130.1686","670.7796"," 565445.0","2516"
"640","GOOSENECK","10","1053.7481","669.1628"," 535423.0","2430"
"641","MARIANGARIJORA MUDDAHIHAL"," 1"," 919.4259","540.0718"," 377437.0","2070"
"642","MARIANGARIJORA MUDDAHIHAL"," 2"," 812.6285","558.6366"," 340452.0","1898"
"643","MARIANGARIJORA MUDDAHIHAL"," 3"," 690.7076","380.0277"," 186627.5","1491"
"644","MARIANGARIJORA MUDDAHIHAL"," 4"," 721.6654","503.8817"," 277732.0","1796"
"645","MARIANGARIJORA MUDDAHIHAL"," 6"," 784.0772","603.0006"," 358621.5","1929"
"646","MARIANGARIJORA MUDDAHIHAL"," 7"," 838.8623","579.9140"," 360989.0","1952"
"647","MARIANGARIJORA MUDDAHIHAL"," 8"," 845.9935","516.1304"," 318822.5","1871"
"648","MARIANGARIJORA MUDDAHIHAL","11"," 847.9369","615.4373"," 397477.0","2038"
"649","MARIANGARIJORA MUDDAHIHAL","12"," 769.6298","598.5488"," 340010.5","1871"
"650","MARIANGARIJORA MUDDAHIHAL","13"," 813.7106","518.5836"," 303346.5","1861"
"651","AS 4136 MASAKA LUWEMEA"," 1","1196.8826","689.1469"," 645557.5","2809"
"652","AS 4136 MASAKA LUWEMEA"," 2","1197.2072","654.3479"," 558440.0","2702"
"653","AS 4136 MASAKA LUWEMEA"," 3","1227.4991","576.7988"," 555638.0","2792"
"654","AS 4136 MASAKA LUWEMEA"," 4","1155.1558","644.5780"," 538524.5","2617"
"655","AS 4136 MASAKA LUWEMEA"," 5","1211.9612","641.8167"," 546444.5","2709"
"656","AS 4136 MASAKA LUWEMEA"," 6","1228.4075","663.3589"," 601650.0","2694"
"657","AS 4136 MASAKA LUWEMEA"," 7","1198.4544","608.0056"," 586850.0","2764"
"658","AS 4136 MASAKA LUWEMEA"," 8","1217.5032","633.3289"," 585645.0","2686"
"659","AS 4136 MASAKA LUWEMEA"," 9","1229.7675","613.0688"," 584303.5","2741"
"660","AS 4136 MASAKA LUWEMEA","10","1113.7778","565.5087"," 437080.0","2480"
"661","COL/PAK/1989/IBPGR/2386(2)"," 1","1067.5416","596.2232"," 477363.5","2413"
"662","COL/PAK/1989/IBPGR/2386(2)"," 2","1047.7194","563.2710"," 432369.5","2343"
"663","COL/PAK/1989/IBPGR/2386(2)"," 3"," 989.0976","596.6459"," 443437.0","2258"
"664","COL/PAK/1989/IBPGR/2386(2)"," 4","1067.8249","547.6413"," 436979.5","2337"
"665","COL/PAK/1989/IBPGR/2386(2)"," 5","1037.9523","591.2353"," 455362.0","2302"
"666","COL/PAK/1989/IBPGR/2386(2)"," 6","1046.7187","596.1430"," 438453.0","2248"
"667","COL/PAK/1989/IBPGR/2386(2)"," 7","1044.4874","531.0030"," 418516.5","2261"
"668","COL/PAK/1989/IBPGR/2386(2)"," 8","1039.7543","588.7045"," 445796.5","2329"
"669","COL/PAK/1989/IBPGR/2386(2)"," 9"," 996.5551","518.1831"," 384161.5","2213"
"670","COL/PAK/1989/IBPGR/2386(2)","10","1048.9700","544.6962"," 425175.0","2306"
"671","COL/PAK/1991/IBPGR/2724(2)"," 1","1100.6857","620.8984"," 514820.0","2482"
